"Line"	"Crop"	"PlantingDate"	"Rep"	"VideoDate"	"MeanFreq"	"MedianFreq"	"SdFreq"	"Hz0.5"	"Hz0.7"	"Hz0.9"	"Hz1.1"	"Hz1.3"	"Hz1.5"	"Hz1.7"	"Hz1.9"	"'Hz2.1"	"Hz2.3"	"Hz2.5"	"Hz2.7"	"Hz2.9"	"Hz3.1"	"Hz3.3"	"Hz3.5"	"Hz3.7"	"Hz3.9"	"Hz4.1"	"Hz4.3"	"Hz4.5"	"Position"
"297"	"Shelly"	"wheat"	"3"	"B"	"07_12_17"	"1.51689094594595"	"1.3333"	"0.74593054561027"	"0.143176"	"0.804504"	"0.815815"	"2.314078"	"1.590008"	"0.829283"	"0.645004"	"1.162148"	"0.671961"	"0.145546"	"0"	"0.090377"	"0.073913"	"0"	"0"	"0"	"0.099729"	"0.11998"	"0"	"0"	"0.12298"	2
"298"	"StellarND"	"6row"	"3"	"A"	"07_12_17"	"1.39049102564103"	"1.3333"	"0.600482069610417"	"0.583488"	"1.41477"	"1.02377"	"0.492106"	"0.685957"	"0.606801"	"1.790882"	"1.674603"	"1.782646"	"0.15835"	"0"	"0.087589"	"0.10094"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"299"	"Tradition"	"6row"	"3"	"A"	"07_12_17"	"1.07516460784314"	"1.02085"	"0.433409350440037"	"1.422265"	"2.030917"	"4.639975"	"2.565386"	"0.84509"	"0.693381"	"0.693709"	"0.889913"	"0.93997"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"300"	"Tradition"	"6row"	"3"	"B"	"07_12_17"	"1.25443042553191"	"1.1667"	"0.571807753019072"	"0.56359"	"3.039097"	"0.674942"	"1.907188"	"1.315252"	"0.708514"	"0.57216"	"0.794306"	"1.084793"	"0.184954"	"0"	"0.079331"	"0"	"0"	"0.10583"	"0"	"0"	"0"	"0"	"0"	"0"	2
"301"	"Tradition"	"6row"	"3"	"C"	"07_12_17"	"1.3108602247191"	"1.1667"	"0.519699484553721"	"1.32473"	"0.947248"	"2.823671"	"2.921034"	"1.029962"	"1.002154"	"0.930023"	"0.51864"	"0.766326"	"0"	"0.19248"	"0"	"0"	"0"	"0"	"0.13255"	"0"	"0"	"0"	"0"	"0"	1
"302"	"ACMetcalf"	"2row"	"3"	"A"	"07_13_17"	"0.981570288461538"	"0.91667"	"0.400696462741205"	"1.165072"	"3.654314"	"2.728358"	"1.695837"	"0.60919"	"0.622457"	"0.22233"	"0.539185"	"0.72571"	"0.10058"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"303"	"Conion"	"2row"	"3"	"A"	"07_13_17"	"1.14267777777778"	"1"	"0.469414416640684"	"0.506745"	"2.20511"	"3.027016"	"1.201572"	"0.999954"	"0.771991"	"1.041323"	"0.627012"	"1.055262"	"0"	"0.097999"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"304"	"Conion"	"2row"	"3"	"B"	"07_13_17"	"1.03074446601942"	"1"	"0.37171500078855"	"1.124973"	"3.785453"	"1.713091"	"2.818952"	"1.530619"	"1.207803"	"0.34665"	"0.43108"	"1.21836"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"305"	"GOPHER"	"oat"	"3"	"A"	"07_13_17"	"0.857772596153846"	"0.79167"	"0.308794985282975"	"2.404392"	"2.9675"	"2.747642"	"0.920022"	"0.16036"	"0.24009"	"0.65765"	"0.66526"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"306"	"IL078721"	"oat"	"3"	"A"	"07_13_17"	"0.81865180952381"	"0.66667"	"0.363884558373471"	"3.981832"	"2.34682"	"0.996238"	"1.749242"	"0.614162"	"0.415185"	"0"	"0.29003"	"0.51745"	"0.11787"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"307"	"IL078721"	"oat"	"3"	"B"	"07_13_17"	"0.895438679245283"	"0.79167"	"0.389604988053713"	"2.613861"	"2.022419"	"1.191462"	"0.928436"	"0.469529"	"0.327016"	"0.700963"	"0.081054"	"1.26427"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"308"	"Linkert"	"wheat"	"3"	"A"	"07_13_17"	"1.43292792682927"	"1.22915"	"0.813307013622015"	"0.300945"	"0.778725"	"0.347702"	"1.825123"	"0.128619"	"0.606475"	"0.431037"	"1.630353"	"0.978012"	"0.24052"	"0.19188"	"0.082603"	"0.10178"	"0.096059"	"0"	"0.095521"	"0"	"0.1042"	"0"	"0"	"0.10779"	2
"309"	"Linkert"	"wheat"	"3"	"B"	"07_13_17"	"0.8179173"	"0.70833"	"0.349697606967647"	"2.730216"	"2.525736"	"1.060303"	"2.008337"	"0.28834"	"0.28205"	"0.14291"	"0.31442"	"0.56744"	"0.13673"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"310"	"MN113946"	"wheat"	"3"	"A"	"07_13_17"	"0.912790930232558"	"0.75"	"0.435630744160634"	"3.900162"	"1.595634"	"1.142879"	"2.181551"	"0.390929"	"0.21604"	"0.461165"	"0.24314"	"1.17649"	"0.10778"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"311"	"ND021052"	"oat"	"3"	"A"	"07_13_17"	"1.07772596153846"	"0.91667"	"0.476352720988598"	"0.847147"	"3.220966"	"2.914502"	"0.87679"	"0.470318"	"0.846486"	"0.317608"	"0.921034"	"0.73584"	"0.077149"	"0"	"0"	"0"	"0.10432"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"312"	"NDGenesis"	"2row"	"3"	"A"	"07_13_17"	"1.2450225"	"1.125"	"0.593256890230336"	"0.624045"	"1.204461"	"0.920279"	"1.106703"	"0.705963"	"0.817731"	"0.294667"	"1.131653"	"2.298482"	"0.284731"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.10802"	"0"	"0"	2
"313"	"NDGenesis"	"2row"	"3"	"B"	"07_13_17"	"1.24633483516484"	"1.125"	"0.665383288659606"	"0.455417"	"2.083506"	"0.701578"	"1.241299"	"0.965726"	"0.295923"	"1.20604"	"2.111955"	"0.67974"	"0.072992"	"0.08845"	"0.094198"	"0"	"0"	"0.08813"	"0"	"0"	"0"	"0"	"0"	"0"	2
"314"	"Pinnacle"	"2row"	"3"	"A"	"07_13_17"	"1.0552795049505"	"0.95833"	"0.471408520829601"	"0.86785"	"1.349738"	"2.329172"	"2.520171"	"0.775045"	"0.134019"	"0.38557"	"0.72775"	"0.770601"	"0.13973"	"0.144302"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"315"	"Pinnacle"	"2row"	"3"	"B"	"07_13_17"	"0.973594851485148"	"0.91667"	"0.417691495078877"	"2.057183"	"1.419699"	"2.584705"	"3.744928"	"0.546528"	"0.550749"	"0.36614"	"0.067327"	"0.59891"	"1.3246"	"0.1365"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"316"	"Quest"	"6row"	"3"	"A"	"07_13_17"	"1.0233368"	"1"	"0.387640271533943"	"1.639185"	"2.542068"	"3.839584"	"3.159575"	"4.459894"	"1.16768"	"0.48149"	"0.95203"	"0.7412"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"317"	"Quest"	"6row"	"3"	"B"	"07_13_17"	"1.12173196078431"	"1.0833"	"0.393876856511178"	"0.615605"	"2.535001"	"2.313782"	"2.739569"	"1.207085"	"0.526122"	"0.895044"	"1.360047"	"0.5962"	"0"	"0.075021"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"318"	"Quest"	"6row"	"3"	"C"	"07_13_17"	"1.24175736263736"	"1.125"	"0.482015654892926"	"0.538969"	"1.421394"	"0.885121"	"0.82574"	"1.047746"	"1.664047"	"1.669698"	"0.760022"	"0.778999"	"0"	"0"	"0.264596"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"319"	"REINS"	"oat"	"3"	"A"	"07_13_17"	"0.823824565217391"	"0.70833"	"0.386656056663741"	"4.636082"	"2.753377"	"1.077433"	"1.939509"	"0"	"0.16336"	"0"	"2.14188"	"0.67636"	"0.14377"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"320"	"REINS"	"oat"	"3"	"B"	"07_13_17"	"0.968188172043011"	"0.79167"	"0.588785688516677"	"1.995943"	"1.362711"	"0.614353"	"1.979135"	"0.340002"	"0.12198"	"0"	"2.365601"	"0.736643"	"0"	"0"	"0.17751"	"0"	"0"	"0"	"0"	"0"	"0"	"0.11989"	"0"	"0"	2
"321"	"REINS"	"oat"	"3"	"C"	"07_13_17"	"1.02516514851485"	"0.875"	"0.52105290774472"	"1.944663"	"2.208502"	"1.483513"	"1.03914"	"0.498197"	"0.682321"	"0.312183"	"1.860527"	"0.705658"	"0.25754"	"0.097705"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"322"	"REINS"	"oat"	"3"	"D"	"07_13_17"	"1.10306905263158"	"0.95833"	"0.508014257441646"	"0.993232"	"0.89883"	"0.73063"	"1.822879"	"0.629572"	"0.572453"	"0.630151"	"1.346471"	"0.47999"	"0.070617"	"0.099805"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"323"	"Shelly"	"wheat"	"3"	"A"	"07_13_17"	"0.944853235294118"	"0.91667"	"0.361447075158887"	"2.74234"	"1.691469"	"3.839418"	"4.780436"	"1.5245"	"0.20865"	"0.72437"	"0.52826"	"0.69576"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"324"	"Shelly"	"wheat"	"3"	"B"	"07_13_17"	"1.24423925531915"	"1.125"	"0.552182997847944"	"0.539217"	"1.052282"	"1.55137"	"2.755886"	"0.389317"	"0.870126"	"0.31974"	"1.9174"	"0.636995"	"0.366953"	"0.063921"	"0.066097"	"0.13496"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"325"	"StellarND"	"6row"	"3"	"A"	"07_13_17"	"0.920759732142857"	"0.83333"	"0.382371047743131"	"2.45518"	"3.647407"	"2.55899"	"1.171539"	"2.402423"	"0"	"0.546371"	"0.35978"	"1.15249"	"0.14239"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"326"	"Tradition"	"6row"	"3"	"A"	"07_13_17"	"1.19104478723404"	"1.10415"	"0.533643630248495"	"0.797453"	"0.846784"	"1.942843"	"3.604548"	"0.596139"	"0.74232"	"0.890387"	"1.215678"	"1.859559"	"0.121"	"0"	"0"	"0"	"0.090176"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"327"	"Tradition"	"6row"	"3"	"B"	"07_13_17"	"1.21434525773196"	"1.125"	"0.498111610336756"	"0.383609"	"1.01434"	"1.164882"	"3.078174"	"0.285636"	"0.326422"	"0.473352"	"2.79885"	"0.638906"	"0.22047"	"0"	"0.10362"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"328"	"Tradition"	"6row"	"3"	"C"	"07_13_17"	"0.923548348623853"	"0.875"	"0.337954213607991"	"1.816099"	"3.135252"	"2.684261"	"1.370168"	"0.927471"	"0.566247"	"0"	"0.69765"	"0.75377"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"329"	"ACMetcalf"	"2row"	"3"	"A"	"07_17_17"	"1.38740107142857"	"1.27085"	"0.495621383707357"	"0.198219"	"0.586534"	"1.679549"	"3.093721"	"1.294313"	"1.484976"	"1.229163"	"1.293066"	"1.8071"	"0.291216"	"0.31979"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"330"	"Conion"	"2row"	"3"	"A"	"07_17_17"	"1.39837402439024"	"1.3333"	"0.492662345798372"	"0.366863"	"0.228062"	"1.636629"	"2.956239"	"1.3988"	"0.71509"	"1.967826"	"0.905989"	"0.891081"	"0.357779"	"0.14454"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"331"	"Conion"	"2row"	"3"	"B"	"07_17_17"	"1.43139987804878"	"1.29165"	"0.618760996575173"	"0.205099"	"0.55739"	"0.870185"	"2.420111"	"0.91412"	"1.315704"	"0.749146"	"2.268605"	"0.475957"	"0.531263"	"0.14703"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.12106"	"0"	1
"332"	"GOPHER"	"oat"	"3"	"A"	"07_17_17"	"1.24725681318681"	"1.1667"	"0.484155007083657"	"0.58956"	"0.590156"	"1.761537"	"2.938275"	"1.433703"	"1.89942"	"0.064614"	"0.751569"	"0.66362"	"0"	"1.2452"	"0"	"0"	"0.097616"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"333"	"IL078721"	"oat"	"3"	"A"	"07_17_17"	"1.01317918367347"	"0.875"	"0.566132874639674"	"2.036618"	"0.895463"	"0.912082"	"1.375672"	"0.666455"	"0.648394"	"0.28694"	"0"	"0.351975"	"0.090387"	"0.58094"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.14226"	"0"	"0"	1
"334"	"IL078721"	"oat"	"3"	"B"	"07_17_17"	"1.09488574257426"	"1"	"0.589966603853721"	"1.379969"	"1.436334"	"0.640469"	"1.949257"	"0.629217"	"0.52926"	"0.26918"	"0.362069"	"0.173624"	"0.28935"	"0"	"0"	"0"	"0.1252"	"0"	"0"	"0"	"0"	"0.15984"	"0"	"0"	1
"335"	"Linkert"	"wheat"	"3"	"A"	"07_17_17"	"1.464465"	"1.1667"	"0.745360738001225"	"0.151693"	"0.47103"	"1.747282"	"1.610596"	"0.804992"	"0.467815"	"0.788537"	"0.327082"	"0.24293"	"0.070565"	"0.064928"	"0.093089"	"0"	"0"	"0.089637"	"0.21172"	"0"	"0"	"0.1499"	"0"	"0"	2
"336"	"Linkert"	"wheat"	"3"	"B"	"07_17_17"	"0.999998846153846"	"0.875"	"0.454063696663565"	"1.542823"	"2.103082"	"1.682089"	"0.835369"	"1.819551"	"0.408975"	"0.293906"	"0.234587"	"0.495762"	"0"	"0.090091"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"337"	"MN113946"	"wheat"	"3"	"A"	"07_17_17"	"1.13933752688172"	"1.0833"	"0.560011214698762"	"1.664941"	"1.238594"	"2.592629"	"2.620826"	"0.579572"	"2.155431"	"0.907911"	"0.067497"	"0.511906"	"0"	"0.078112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.1021"	"0"	"0"	1
"338"	"ND021052"	"oat"	"3"	"A"	"07_17_17"	"1.22784159574468"	"1.0417"	"0.549917403002836"	"0.652866"	"1.058256"	"1.835878"	"2.238938"	"0.378205"	"0.583356"	"1.005218"	"1.076437"	"0.678696"	"0.097978"	"0.081391"	"0"	"0"	"0"	"0"	"0"	"0"	"0.1065"	"0"	"0"	"0"	2
"339"	"NDGenesis"	"2row"	"3"	"A"	"07_17_17"	"1.35905555555556"	"1.1667"	"0.657045052850259"	"0.125314"	"0.62682"	"2.884619"	"2.673614"	"0.52643"	"0.590877"	"0.506389"	"0.414441"	"0.437502"	"0.67784"	"0"	"0.085812"	"0"	"0"	"0.1307"	"0"	"0.08591"	"0"	"0.16226"	"0"	"0"	2
"340"	"NDGenesis"	"2row"	"3"	"B"	"07_17_17"	"1.7455803030303"	"1.5833"	"0.886541876990799"	"0.149793"	"0.164422"	"1.075628"	"1.347723"	"0.46902"	"0.34086"	"0.50556"	"0.63365"	"1.72604"	"0.263218"	"0"	"0.188354"	"0"	"0.175871"	"0.098233"	"0.11337"	"0.096945"	"0.12616"	"0"	"0"	"0.10646"	2
"341"	"Pinnacle"	"2row"	"3"	"A"	"07_17_17"	"1.42735243589744"	"1.27085"	"0.513631286997104"	"0.078724"	"0.385039"	"1.583265"	"5.875878"	"1.250664"	"1.175136"	"0.65916"	"0.59847"	"0.482323"	"1.325436"	"0.361614"	"0.28756"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"342"	"Pinnacle"	"2row"	"3"	"B"	"07_17_17"	"1.15841760416667"	"1.1667"	"0.368118994230326"	"0.665747"	"2.27673"	"2.436811"	"7.083071"	"3.03868"	"2.65426"	"0.063979"	"0.74461"	"0.46513"	"0"	"0.30083"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"343"	"Quest"	"6row"	"3"	"A"	"07_17_17"	"1.20262947368421"	"1.2083"	"0.427669814445698"	"1.609344"	"4.1198"	"2.557649"	"7.819913"	"5.916885"	"10.159726"	"3.17695"	"0.2931"	"1.55928"	"0"	"0.139"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"344"	"Quest"	"6row"	"3"	"B"	"07_17_17"	"1.29540966292135"	"1.2917"	"0.486503031896209"	"0.601742"	"1.671212"	"1.139318"	"3.318907"	"2.582736"	"1.420619"	"0.811118"	"0.767998"	"0.720415"	"0.199983"	"0.247312"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"345"	"Quest"	"6row"	"3"	"C"	"07_17_17"	"1.529765"	"1.4375"	"0.667505596638862"	"0.270243"	"0.376896"	"0.398843"	"3.062213"	"1.024497"	"1.786321"	"0.954816"	"1.02924"	"0.560912"	"0.195864"	"0.209891"	"0.221328"	"0"	"0"	"0"	"0"	"0.13845"	"0.11976"	"0"	"0"	"0"	2
"346"	"REINS"	"oat"	"3"	"A"	"07_17_17"	"1.10416712765957"	"0.875"	"0.659226331881926"	"1.184989"	"1.914237"	"0.809774"	"1.848722"	"0.347548"	"0.17835"	"0.196203"	"0.271633"	"0.34612"	"0.1604"	"0.172398"	"0.086673"	"0.088987"	"0"	"0.11688"	"0.096434"	"0"	"0"	"0"	"0"	"0"	1
"347"	"REINS"	"oat"	"3"	"B"	"07_17_17"	"1.319608"	"1.125"	"0.751417211280822"	"0.766184"	"0.806468"	"1.801388"	"1.625901"	"0.854911"	"0.46663"	"0.386311"	"0.55782"	"0.860083"	"0.25486"	"0.28624"	"0"	"0"	"0"	"0.092453"	"0"	"0"	"0"	"0.10215"	"0"	"0.15208"	2
"348"	"REINS"	"oat"	"3"	"C"	"07_17_17"	"1.11378192307692"	"1.02085"	"0.487546605732533"	"1.389974"	"1.375221"	"0.508968"	"2.149789"	"1.120333"	"0.348111"	"0.291789"	"0.795094"	"1.69886"	"0"	"0"	"0.12153"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"349"	"REINS"	"oat"	"3"	"D"	"07_17_17"	"0.819705420560748"	"0.70833"	"0.379765404992123"	"3.753231"	"2.673777"	"1.040581"	"1.257297"	"0.15399"	"0.334325"	"0.099451"	"1.04983"	"0.33863"	"0"	"0"	"0.11256"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"350"	"Shelly"	"wheat"	"3"	"A"	"07_17_17"	"1.14015151515152"	"1.0833"	"0.471116650582257"	"0.855439"	"0.919471"	"2.331324"	"3.097675"	"0.424884"	"0.785129"	"1.281462"	"0.281212"	"0.514487"	"0.084023"	"0"	"0.11168"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"351"	"Shelly"	"wheat"	"3"	"B"	"07_17_17"	"1.67726963636364"	"1.5417"	"0.864290294289812"	"0.128061"	"0.47417"	"0.361993"	"1.035115"	"0.385848"	"0.069979"	"0.615348"	"0.851174"	"0.468679"	"0.631825"	"0"	"0.071215"	"0"	"0"	"0"	"0.15298"	"0"	"0.26059"	"0"	"0.12168"	"0"	2
"352"	"StellarND"	"6row"	"3"	"A"	"07_17_17"	"1.01452642201835"	"0.91667"	"0.398582009751149"	"1.320009"	"2.816447"	"2.876216"	"2.73076"	"1.172412"	"1.004112"	"0.51217"	"0.25763"	"1.369177"	"0.11788"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"353"	"Tradition"	"6row"	"3"	"A"	"07_17_17"	"1.3425373255814"	"1.27085"	"0.505013498406491"	"0.321139"	"0.688343"	"1.583535"	"3.716248"	"1.971192"	"0.620352"	"1.483642"	"2.245672"	"0.9686"	"0.32912"	"0.12303"	"0.075943"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"354"	"Tradition"	"6row"	"3"	"B"	"07_17_17"	"1.48230356164384"	"1.4167"	"0.589414364151141"	"0.162911"	"0.723467"	"0.6814"	"1.676252"	"1.250976"	"0.960384"	"0.512918"	"0.655698"	"0.46148"	"1.054327"	"0.075731"	"0.22777"	"0.189605"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"355"	"Tradition"	"6row"	"3"	"C"	"07_17_17"	"1.00964009259259"	"0.95833"	"0.382199896955378"	"2.095167"	"3.298758"	"4.390111"	"7.378945"	"0.69307"	"0.11133"	"0.558457"	"0.22006"	"0.94419"	"0"	"0.091062"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"356"	"ACMetcalf"	"2row"	"4"	"A"	"07_10_17"	"1.77679071428571"	"1.625"	"0.940146639298857"	"0.107871"	"0.198689"	"0.340572"	"1.091945"	"0.209136"	"0.233734"	"0.527812"	"0.424787"	"1.487849"	"0.065191"	"0.221515"	"0.060744"	"0"	"0.084253"	"0"	"0.12444"	"0.11311"	"0.209052"	"0.11895"	"0"	"0"	2
"357"	"ACMetcalf"	"2row"	"4"	"B"	"07_10_17"	"1.07051596153846"	"1.0417"	"0.446207873761584"	"0.981541"	"0.832822"	"0.769302"	"1.773542"	"0.83726"	"0.301335"	"0.30889"	"0.594841"	"1.17729"	"0.082187"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"358"	"Celebration"	"6row"	"4"	"A"	"07_10_17"	"1.43493479452055"	"1.375"	"0.694688324818543"	"0.364916"	"0.298617"	"0.44403"	"1.589328"	"0.483475"	"0.54231"	"0.593614"	"1.918974"	"0.665192"	"0.19708"	"0.131645"	"0"	"0"	"0.093202"	"0.10794"	"0.089817"	"0"	"0"	"0"	"0"	"0"	1
"359"	"Celebration"	"6row"	"4"	"B"	"07_10_17"	"1.29509717647059"	"1.0417"	"0.746635794641237"	"0.523186"	"1.252309"	"0.867061"	"1.715294"	"0.161396"	"0.144751"	"0.617767"	"0.359912"	"0.572148"	"0.10579"	"0.403089"	"0.145463"	"0"	"0.079623"	"0.091705"	"0.202999"	"0"	"0"	"0"	"0"	"0"	2
"360"	"Conion"	"2row"	"4"	"A"	"07_10_17"	"1.03026849056604"	"0.875"	"0.442401880530302"	"1.044257"	"1.787792"	"1.089055"	"1.892295"	"1.107052"	"0.504884"	"1.215081"	"0.072155"	"1.72698"	"0.193026"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"361"	"Conion"	"2row"	"4"	"B"	"07_10_17"	"1.28703622222222"	"1.0833"	"0.614199567497127"	"0.404436"	"0.69762"	"1.067615"	"1.508404"	"0.346068"	"0.505878"	"0.834239"	"1.066454"	"0.68972"	"0.10984"	"0.402674"	"0"	"0.161878"	"0.074873"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"362"	"Conion"	"2row"	"4"	"C"	"07_10_17"	"1.07067215686275"	"0.875"	"0.508109186047445"	"1.181336"	"1.112923"	"0.370082"	"2.276629"	"0.402004"	"0.436034"	"0.359088"	"0.522265"	"0.785193"	"1.25818"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"363"	"Conion"	"2row"	"4"	"D"	"07_10_17"	"0.982371442307692"	"0.875"	"0.469709087611979"	"1.168772"	"1.339534"	"1.080367"	"1.428685"	"0.427803"	"0.196277"	"0.090143"	"0.20626"	"1.22383"	"0.17542"	"0.086419"	"0.094504"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"364"	"GOPHER"	"oat"	"4"	"A"	"07_10_17"	"1.1601575"	"1.0417"	"0.546934095209979"	"0.947397"	"1.02256"	"0.847778"	"2.077384"	"0.513613"	"0.671053"	"0.356917"	"1.486629"	"0.628876"	"0.205758"	"0.095171"	"0"	"0"	"0"	"0.084094"	"0"	"0"	"0"	"0"	"0"	"0"	1
"365"	"GOPHER"	"oat"	"4"	"B"	"07_10_17"	"0.934164"	"0.83333"	"0.438850125149161"	"1.768876"	"1.095117"	"1.438224"	"1.720499"	"0.737919"	"0.263948"	"0"	"0.64794"	"1.80882"	"0.203459"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"366"	"IL078721"	"oat"	"4"	"A"	"07_10_17"	"1.83705285714286"	"1.5"	"1.09967387964832"	"0.121804"	"0.223002"	"0.432653"	"0.872208"	"0.148058"	"0.223878"	"0.342905"	"0.116822"	"1.148696"	"0.074679"	"0.06839"	"0.087962"	"0.078466"	"0.10009"	"0.10939"	"0.090892"	"0.10578"	"0.089323"	"0.325415"	"0"	"0"	2
"367"	"MN113946"	"wheat"	"4"	"A"	"07_10_17"	"1.59374720588235"	"1.2083"	"1.11725040593981"	"0.413059"	"0.359661"	"0.324898"	"1.250183"	"0.093179"	"0.324019"	"0.25139"	"0.548453"	"1.07861"	"0.227063"	"0.139095"	"0"	"0"	"0"	"0"	"0"	"0.308012"	"0.095853"	"0"	"0.208647"	"0"	2
"368"	"ND021052"	"oat"	"4"	"A"	"07_10_17"	"1.41166933333333"	"1.125"	"0.89643081543288"	"0.524176"	"0.316112"	"0.511431"	"1.370789"	"0.318811"	"0.781455"	"0.236498"	"0.661971"	"0.36599"	"0.211165"	"0.098315"	"0.07139"	"0.095785"	"0"	"0"	"0"	"0.11118"	"0.243278"	"0"	"0"	"0.14398"	1
"369"	"ND021052"	"oat"	"4"	"C"	"07_10_17"	"1.61753880597015"	"1.2917"	"0.991174752106663"	"0.24293"	"0.253984"	"0.380872"	"1.4199"	"0.234467"	"0.2131"	"0.183066"	"1.089232"	"0.689494"	"0.139407"	"0.07805"	"0.162022"	"0"	"0.095698"	"0"	"0"	"0"	"0.37534"	"0"	"0"	"0"	2
"370"	"NDGenesis"	"2row"	"4"	"A"	"07_10_17"	"0.913433300970874"	"0.79167"	"0.422457058111023"	"1.981964"	"0.951541"	"1.172754"	"1.970389"	"1.292596"	"0.65832"	"0.192374"	"0.69206"	"0.52874"	"0.12552"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"371"	"Pinnacle"	"2row"	"4"	"A"	"07_10_17"	"0.937310275229358"	"0.79167"	"0.438277479311018"	"1.656726"	"1.730064"	"0.883629"	"1.581426"	"0.458023"	"1.385406"	"0.53427"	"0.090326"	"0.91247"	"0"	"0.12102"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"372"	"Quest"	"6row"	"4"	"A"	"07_10_17"	"1.20482378947368"	"1.0417"	"0.567889046507268"	"0.487102"	"1.062899"	"1.496082"	"1.983883"	"0.214381"	"0.119991"	"0.638639"	"0.846584"	"0.582938"	"0.192477"	"0.165647"	"0.187264"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
